Title,Rating,ReviewText
Dogging: A Love Story,3.5,"I quite enjoyed this movie, funny, suspense, story lines a little bid different but overall the story kept you wanting to keep watching. Amazing what a bit of kinky sex will do, in this instance it sorted everything out lol...."
Dogging: A Love Story,3.5,Out of the ordinary mockumentary that keeps the audience guessing what is going on... And most importantly: how would all end??!!
Dogging: A Love Story,2.5,"saw this awhile back, ""do you wanna go to the dog park?"""
Dogging: A Love Story,3,better than I thought it would be
Dogging: A Love Story,1.5,awfully boring & simply awful. All the British slangs had me lost . Thanks to urban dictionary i learnt a new slang
Dogging: A Love Story,2,"Sadly, another example of how a near genius story with a both a sexy and funny base to operate from can be ruined by reverting and ending on cliches."
Dogging: A Love Story,2,"Dogging is as British as Earl Grey tea and frozen football pitches on windy January afternoon, and it is definitely an interesting subject in which to base a film upon. In case you are wondering, Wikipedia defines the sexual act of dogging as;engaging in sexual act/s in a semi-public place (typically a secluded car park in a car) and then watching others doing so. This sexual act (or acts) is the pretext for the loose romantic plot behind Simon Elliss first feature-film in which four peoples lives and relationships revolve around the act of dogging."
Ed,5,it was great and funny chimpanzee movie of all time about baseball
Ed,2,"Well, it is probably better than Air Bud..."
Ed,0.5,"THIS MOVIE WAS SO BAD! This has fart jokes, Adult humor, Drunk driving, a magic coin toss, money signs in eyes, and baseball being play 3 TIMES!!"
Ed,2.5,If you like monkeys and baseball then you might enjoy it. Not a great family comedy or great comedy in general but Matt LeBlanc does okay at best in his performance. The plot is stupid and there are better baseball movies such as The Sandlot and Rookie of the Year but there is a few laughs here that kids might enjoy.
Ed,4,Really it is not that bad and I like this movie.  Critics and everyone that does not like it I can understand why.  It is really a harmless movie. The villain woman from
Ed,0.5,This movie is literally unwatchable. It's all one joke that gets old real quick.
Ed,2,Most people just get a dog.
Ed,0.5,Worst thing since the holocaust.  I don't think there should be anymore to say about this crap;  just don't see it
Ed,1,Saturday matinee sewage.
Ed,0.5,There are no words to describe how awful and painful this was to watch...
Eulogy for a Vampire,1,"Really, really, really bad film making.  The film is of a poor quality rarely seen.  The director does not seem to realize that a scene can change without requiring an establishing shot -- actually, virtually the same establishing shot every time, showing the steeple of a church -- which is completely unnecessary because the ENTIRE STORY happens in the same monastery, so no one in the audience is likely to be asking, ""Where are they now?""  The makeup and special effects (i.e., ""blood"") look like things my sister and I did at Halloween when we were 10 years old.  The acting? -- someone really raised the dead to cast this horror flick!  Nevertheless, the story was slightly coherent and diverting, saving the film from a 1/2 star rating."
Father of Invention,3,Would've been nice back story if they mentioned the mother had been sleeping with middle eastern man.
Father of Invention,5,"I thought it was really funny and touching. My technicality mind was caught up on why he was ruined and sent to prison when the company he ran produced the product. That is the purpose of having a company. The company is liable for anything bad that happens because of its products, not the head of the company."
Father of Invention,0.5,"Incredibly shitty. Bad acting, dumb story, bad casting, 10/10 would not recommend. Literally become a rotten tomatoes reviewer just to say DONT WASTE YOUR TIME! "
Father of Invention,3,Father of Invention - 3 out of 5- this movie is smart funny lots of inside cracks and off color jokes. The saving grace of this film was Kevin Spacey who makes any film good. This is a rent not worth buying
Father of Invention,3,"Recently released from prison, a former millionaire (Kevin Spacey) must reinvent himself before he can rebuild his infomercial empire."
Father of Invention,5,Kevin Spacey delivers another great performance!
Father of Invention,1.5,"To make great drama, you need it to be ultimately believable: to do great comedy, you have to make it laugh-out-loud funny, enough that the unbelievable moments don't matter. Like many films, this opts for a half-in, half-out approach that neither approaches believability, nor humour."
Father of Invention,0.5,ATROCIOUS.NEVER WATCH THIS.KEVIN SPACEY: WHAT WERE YOU THINKING!?!?!?
Father of Invention,3.5,"Not a great movie, but I loed how it ends..."
Father of Invention,2,"Maybe it's because we've come to expect so much of Spacey with all the dark and wry characters he's played, but this is just bland and far too sentimental."
Foolish,1.5,"The standup wasn't the worst, but the rest of the movie is unfunny and incoherent."
Foolish,2,"This movie doesn't know whether to be a stand-up show or a romantic comedy. Eddie Griffin really tries here, but his co-stars hold him back hard. Eddie is much better these days."
Foolish,5,lOVE THIS MOVIE 1 OF MY FAVORITES
Foolish,5,one of my all time favorites!!!
Foolish,2.5,LMAO... THIS SHIT STOOPID...
Foolish,1.5,Ohhh Eddie Griffin..
Foolish,2,"No real story, uninteresting characters, and bad standup courtesy of <a href=""http://www.flixster.com/actor/eddie-griffin"">Eddie Griffin</a>."
Foolish,2,"ialways wanted to see this when iwas younger and youtube had it in the movies section and it made me laugh a couple times, Eddie Griffin is still one ofmy favorite comedians"
